;Bacardi Meyrin;Cordonnier;CHF 14,00;Petit talon femme;Thin heel women;Petit talon femme;Thin heel women;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie des Murailles - La Sorcière (rousse) 33cl GRTA;Brasserie des Murailles - La Sorcière (rousse) 33cl GRTA;"Bière rousse de haute fermentation, 6%alc
Couleur: rousse
Filtrée
Moussecompacte, épaisse et un peu crémeuse
Nez: fruité et caramélisé
Bouche: orge caramel en entrée de bouche, amertume moyenne, houblon et épices en fin de bouche
Servir entre 6 et 8°C, dans un verre à dégustation type abbaye
Commande : à l'unité ou par carton de 24 bouteilles";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie des Murailles – Pils (blonde légère) 33cl;Brasserie des Murailles – Pils (blonde légère) 33cl;Commande : à l'unité ou par carton de 24 bouteilles;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Cidrerie de Meinier - Cidre Brut 75cl GRTA;Cidrerie de Meinier - Cidre Brut 75cl GRTA;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Cidrerie de Meinier - Cidre Doux 75cl GRTA;Cidrerie de Meinier - Cidre Doux 75cl GRTA;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 7,50;Confiture 250gr;Confiture 250gr;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 10,00;Confiture de GRTA 400gr;GRTA Marmelade 400gr;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 45,00;Absintissimo - Gin Gen 50cl;Absintissimo - Gin Gen 50cl;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 36,00;Dist. Sac. d'Arve - Eau-de-Vie de Framboise 50cl;Dist. Sac. d'Arve - Eau-de-Vie de Framboise 50cl;"Un esprit de framboise macéré dans un distillat de raisin, puis redistillé
Nez : senteur de fruit et de fleur blanche, intense
Bouche : fruité, long
Alcool : 41%
Bouteille de 50cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 36,00;Dist. Sac. d'Arve - Eau-de-Vie de Mirabelles 50cl;Dist. Sac. d'Arve - Eau-de-Vie de Mirabelles 50cl;"Alcool : 41%
Bouteille de 50cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 35,00;Dist. Sac. d'Arve - Eau-de-Vie de Poire 50cl;Dist. Sac. d'Arve - Eau-de-Vie de Poire 50cl;"Une poire douce et intense réalisée avec des fruits biologiques
Nez : beurré, poire douce
Bouche : corps de fruit, rond et long
Alcool : 41 %
Bouteille de 50cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 39,00;Dist. Sac. d'Arve - Eau-de-Vie de Pomme 70cl;Dist. Sac. d'Arve - Eau-de-Vie de Pomme 70cl;"Distillat de pomme Golden labellisé Genève Région Terre Avenir (GRTA)
Nez : fruité, frais
Bouche : rond, pomme mûre, banane, légèrement herbacée
Alcool : 41%
Bouteille de 70cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 40,00;Dist. Sac. d'Arve - Eau-de-Vie de Pruneau 70cl;Dist. Sac. d'Arve - Eau-de-Vie de Pruneau 70cl;"Alcool : 41%
Bouteille de 70cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 40,00;Dist. Sac. d'Arve - Eau-de-Vie de Kirsch 50cl;Dist. Sac. d'Arve - Eau-de-Vie de Kirsch 50cl;"Un kirsch bien charpenté produit avec de belles cerises noires aux arômes prononcés.
Bouche : chocolat, massepain, épicé
Bouteille de 50cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 33,00;Dist. Sac. d'Arve - Marc 50cl;Dist. Sac. d'Arve - Marc 50cl;"Marc vieux de raisin pressé de la cave de Saconnex-d'Arve
Nez : mûre, floral
Bouche : chaud, rond
Alcool : 41%
Bouteille de 50cl";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Domaine des Lolliets - Ange Gardien 2015 75cl AOC GE;Domaine des Lolliets - Ange Gardien 2015 75cl AOC GE;"CépagesIl s’agit d’un assemblage de nobles cépages rouges, élevé en partie en barriques de chêne. L’assemblage final est composé de 45% Gamay fût, 15% Gamaret fût, 20% Merlot fût et 20% Cabernet sauvignon fût.
Vinification :Les raisins sont uniquement égrappés et ensemencés pour une macération d’environ 4-5 semaines en bac individuel, selon la dégustation. Chaque cépage est vinifié séparément pour conserver au mieux la typicité de chacun. Pas de SO2 à la vendange. Des pigeages quotidiens sont réalisés afin d’extraire des composés phénoliques très intéressants et des tanins. Après décuvage, le Gamay et le Gamaret sont placés en cuve inox pour effectuer leurs fermentations malolactiques. Le Merlot et le Cabernet franc sont eux entonnés en fût de chêne de 225L (pas de bois neuf) pour la fermentation malolactique. Peu de temps avant la mise en bouteille, des essais d’assemblages sont réalisés pour trouver l’équilibre parfait et pour conserver l’âme du vin d’année en année.
Dégustation :Vin à la robe rouge et nuances violacées. Au nez, il développe des notes de fraise et cassis, mais aussi de poivre. On perçoit aussi des notes empyreumatiques de pain grillé ou de vanille. En bouche, l’attaque est ample et souple ; on retrouve ces arômes des fruits et d’épices mais aussi des arômes de moka, vanille et toasté typique de l’élevage sous bois. La masse tannique est importante mais très bien intégrée à la structure du vin. La finale est longue, riche et profonde, sur des arômes de fruits noirs.
Accords mets et vins :L’Ange Gardien s’accorde idéalement avec des viandes rouges ou même de la chasse (chevreuil, sanglier). On peut aussi le marier avec un tartare de bœuf par exemple ou un plateau de fromage.
Garde :4-6 ans
Température de service :16-18 °C";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 22,00;Domaine des Lolliets - La Tendresse à l'état brut 75cl AOC Ge;Domaine des Lolliets - La Tendresse à l'état brut 75cl AOC Ge;"Cépages :
Vin mousseux en méthode traditionnelle champenoise à base de Pinot Meunier, cépage emblématique de Champagne.
Vinification :Élaboration du vin de base : récolte en caissette et pressurage champenois en grappes entières afin d’éviter toutes triturations sur le raisin (prévenir au maximum la formation de corps gras qui jouent le rôle d’antimousse). Débourbage et ensemencement pour une fermentation rapide et contrôlée, suivi d’une fermentation malolactique. Après un passage au froid pour la stabilisation tartrique le vin est prêt pour la prise de mousse.Prise de mousse : effectué par XC Œnologie à Cartigny. Élevage sur latte de minimum 18 mois. Liqueur d’expédition : BRUT.
Dégustation :Vin à la robe jaune sans nuances particulières. La bulle est fine et élégante, le cordon de bulle est régulier. Au nez le vin exalte des notes de fruits blancs comme la poire ou la pomme mais aussi quelques notes grillées. En bouche l’attaque est vive, sur des arômes de fruits frais. La bulle renforce la sensation de fraîcheur du vin malgré un gras intense.
Accords mets et vins :
Parfait pour les apéritifs, il se marie aussi très bien avec du poisson et des fruits de mers comme le homard ou les langoustines. Il peut également accompagner un dessert particulièrement sucré (fondant au chocolat ou mille-feuille).
Garde :1-2 ans
Température de service :8-10 °C";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 14,50;Domaine des Lolliets - Séraphin 2016 75cl VdP Suisse;Domaine des Lolliets - Séraphin 2016 75cl VdP Suisse;"Cépages :Assemblage de cépages blancs : 55% Chardonnay, 40% Auxerrois et 5% Kerner
Vinification :Tous les cépages sont vinifiés de manière séparés afin de préserver la typicité intrinsèques de chacun. Ensuite après divers essais, l’assemblage final est effectué et élevé encore quelques mois afin que chaque cépage s’intègre au vin et donne le maximum de son potentiel.
Dégustation :Vin à la robe jaune et nuances vertes. Au nez le vin est expressif sur des notes d’agrumes et de fruits exotiques (mangue et passion). L’aromatique provient du cépage Kerner. En bouche, l’attaque est ronde et équilibrée avec beaucoup de fraîcheur et de structure (Chardonnay). On y retrouve ces arômes fruités, mais aussi une légère amertume (Auxerrois) en finale.
Accords mets et vins :Le Séraphin est parfait pour l’apéritif mais aussi avec les différents mets aux fromages (fondue ou raclette) ou avec certains poissons du lac.
Garde :1-2 ans
Températurede service :8-10 °C";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie de la Pièce - Fausse Blonde (rousse) 33cl GRTA;Brasserie de la Pièce - Fausse Blonde (rousse) 33cl GRTA;"Bière rousse à la robe éclatante, sa mousse dense s'accroche aux bords du verre. Ses arômes frais et céréaliers et ses notes végétales font place à une puissante amertume, soutenue par un corps malté aux saveurs de grains grillés et de caramel.
Non filtrée
Malts : Pilsner, Caraamber, Caramunch
Houblons : Magnum, Target, Brewer's gold
Alcool : 5 %
Couleur : 23 EBC
Amertume : 65 IBU
Commande : à l'unité ou par caisse de 20 bouteilles";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 8,50;Dom. des Molards - Chardonnay 50cl 2016 AOC GE;Dom. des Molards - Chardonnay 50cl 2016 AOC GE;"Cépage :
Le Chardonnay est un cépage blanc, originaire de Bourgogne, qui aurait pour berceau le village de Chardonnay en Haut-Mâconnais.
Dégustation :
Vin complexe et racé exhalant des arômes d'agrumes bien mûrs légèrement vanillés, harmonieusement fondus dans des saveurs moelleuses d'amandes grillées.
Accords mets et vins :
Il s'accorde avec les entrées, les poissons en sauce, en particulier la truite fumée.
Température optimale de service : entre 10 et 12°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;Dom. des Molards - Chardonnay 75cl 2016 AOC GE;Dom. des Molards - Chardonnay 75cl 2016 AOC GE;"Cépage :
Le Chardonnay est un cépage blanc, originaire de Bourgogne, qui aurait pour berceau le village de Chardonnay en Haut-Mâconnais.
Dégustation :
Vin complexe et racé exhalant des arômes d'agrumes bien mûrs légèrement vanillés, harmonieusement fondus dans des saveurs moelleuses d'amandes grillées.
Accords mets et vins :
Il s'accorde avec les entrées, les poissons en sauce, en particulier la truite fumée.
Température optimale de service : entre 10 et 12°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 7,00;Dom. des Molards - Chasselas 50cl 2016 AOC GE;Dom. des Molards - Chasselas 50cl 2016 AOC GE;"Distinctions :
Médaille d'or à la sélection des vins de Genève 2016 et sélectionné parmi les 300 meilleurs vins de suisse (Sélection Best of Swiss Wine).
Cépage :
Cépage originaire du bassin lémanique, le Chasselas est le cépage blanc le plus cultivé en Suisse (40% de la surface du vignoble). Ce cépage est planté dans les vignes de la famille Desbaillet qui peuvent atteindre 50% de pente.
Dégustation :
Vin au bouquet élégant et frais, il vous ravira par son friand et son fruité aux notes d'agrumes. Au palais, ce vin est très typé Chasselas en harmonie avec le terroir particulier de Russin.
Accords mets et vins :
C'est le vin d'apéritif par excellence. Il accompagne parfaitement la fondue et la raclette, le gruyère, la truite ou les filets de perche du lac de Genève.
Température optimale de service : entre 10 et 12°C
Garde : de 1 à 2 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 10,00;Dom. des Molards - Chasselas 75cl 2016 AOC GE;Dom. des Molards - Chasselas 75cl 2016 AOC GE;"Distinctions :
Médaille d'or à la sélection des vins de Genève 2016 et sélectionné parmi les 300 meilleurs vins de suisse (Sélection Best of Swiss Wine).
Cépage :
Cépage originaire du bassin lémanique, le Chasselas est le cépage blanc le plus cultivé en Suisse (40% de la surface du vignoble). Ce cépage est planté dans les vignes de la famille Desbaillet qui peuvent atteindre 50% de pente.
Dégustation :
Vin au bouquet élégant et frais, il vous ravira par son friand et son fruité aux notes d'agrumes. Au palais, ce vin est très typé Chasselas en harmonie avec le terroir particulier de Russin.
Accords mets et vins :
C'est le vin d'apéritif par excellence. Il accompagne parfaitement la fondue et la raclette, le gruyère, la truite ou les filets de perche du lac de Genève.
Température optimale de service : entre 10 et 12°C
Garde : de 1 à 2 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 14,00;Dom. des Molards - Gamaret 75cl 2015 AOC GE;Dom. des Molards - Gamaret 75cl 2015 AOC GE;"Cépage :
Le Gamaret est un cépage créé dans le canton de Vaud dans les années 1970. Il a été obtenu par un croisement de gamay et de reichensteiner.
Dégustation :
Un vin aromatique, épicé, aux tanins élégants et une belle tenue en bouche.
Accords mets et vins :
C'est le vin qui accompagnera avec merveille les viandes rouges ou la chasse.
Température optimale de service : entre 14 et 16°C
Garde : de 3 à 5 ans";"Variety:
Gamaret is a grape variety created in the canton of Vaud in the 1970s. It was obtained by a cross between gamay and reichensteiner.
Tasting:
An aromatic, spicy wine with elegant tannins and a nice mouthfeel.
Food pairing:
It is the wine that";
;Bacardi Meyrin;Vins & produits locaux;CHF 7,50;Dom. des Molards - Gamay 50cl 2014 AOC GE;Dom. des Molards - Gamay 50cl 2014 AOC GE;"Cépage :
Cépage typique du Beaujolais, ce Gamay est cultivé dans les coteaux de Russin à forte pente. Sa production est strictement contrôlée, ce qui lui permet d'avoir des arômes de petits fruits rouges des bois.
Dégustation :
Vin aux arômes de petits fruits rouges des bois. Au palais, ce Gamay a une structure soyeuse et élégante, soutenue par de fins tanins.
Accords mets et vins :
En apéritif ou avec de nombreux plats tel que des viandes légèrement assaisonnées.
Température optimale de service : de 9 à 11°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 10,50;Dom. des Molards - Gamay 75cl 2015 AOC GE;Dom. des Molards - Gamay 75cl 2015 AOC GE;"Cépage :
Cépage typique du Beaujolais, ce Gamay est cultivé dans les coteaux de Russin à forte pente. Sa production est strictement contrôlée, ce qui lui permet d'avoir des arômes de petits fruits rouges des bois.
Dégustation :
Vin aux arômes de petits fruits rouges des bois. Au palais, ce Gamay a une structure soyeuse et élégante, soutenue par de fins tanins.
Accords mets et vins :
En apéritif ou avec de nombreux plats tel que des viandes légèrement assaisonnées.
Température optimale de service : de 9 à 11°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Dom. des Molards - Le 1352 75cl 2015 AOC GE;Dom. des Molards - Le 1352 75cl 2015 AOC GE;"Le 1352 s'appelle ainsi car il est cultivé dans la vigne que la famille Desbaillet possède depuis cette date.
Cépage :
Créés en Suisse, le Gamaret et le Garanoir sont deux cépages rouges résultant d'un croisement entre un Gamay et un Reichensteiner (cépage blanc allemand).
Dégustation :
Ce subtil assemblage donne un vin équilibré, riche en couleur avec de bons tannins. Il dégage des arômes de fruits rouges et noirs avec des notes de baies sauvages et une touche épicée. Ses tannins savoureux se marient dans une parfaite harmonie. Il dispose d'un potentiel de garde de quelques belles années.
Accords mets et vins :
Il s'accorde à merveille avec le magret de canard, la viande rouge, la chasse et les fromages.
Température optimale de service : entre 14 et 16°C
Garde : de 2 à 5 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 16,00;Dom. des Molards - Merlot 75cl 2014 AOC GE;Dom. des Molards - Merlot 75cl 2014 AOC GE;"Cépage :
Il est originaire de la région bordelaise où il est cité pour la première fois en temps que merlau. Son nom pourrait provenir du merle et de son plumage noir ou du goût de cet oiseau pour le raisin. Ce cépage donne un vin paré d'une belle robe rubis.
Dégustation :
Son bouquet révèle des senteurs de fruits noirs sauvages. En bouche, vous découvrez un vin dense à la structure soyeuse qui laisse entrevoir des saveurs de mûres.
Accords mets et vins :
Ce vin s'accorde avec les grillades, l'agneau, ou les volailles.
Température optimale de service : entre 14 et 16°C
Garde : de 2 à 5 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 11,00;Dom. des Molards - Pinot Blanc 75cl 2016 AOC GE;Dom. des Molards - Pinot Blanc 75cl 2016 AOC GE;"Cépage :
Ce cépage est très répandu en Alsace.
Dégustation :
C'est un vin au fruité épanoui avec de légers arômes de fleurs d'acacias. Au palais, ce Pinot Blanc est fin et racé avec des saveurs de miel.
Accords mets et vins :
Le Pinot Blanc du Domaine des Molards s'apprécie à l'apéritif ou s'accorde très bien avec les mets au fromage, les champignons et également les poissons d'eau douce.
Température optimale de service : entre 10 et 12°C
Garde : de 1 à 2 ans
Médaille d'or à la sélection des vins de Genève 2017";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie de la Pièce - L'Amer Noirte (noire) 33cl;Brasserie de la Pièce - L'Amer Noirte (noire) 33cl;"Avec sa robe d'un noir profond et sa mousse couleur fauve, cette bière noire ravira les amateurs de breuvages de caractère.
Son nez de grains torréfiés et de cacao, son onctuosité et son crémeux, ses notes de moka, de caramel et de réglisse, servis par une belle amertume ne pourront pas vous laisser indifférents.
Non filtrée
Malts : Pilsner, Carafa, Orge grillée
Houblons : Magnum
Alcool : 6.5 %
Couleur : 84 EBC
Amertume : 56 IBU
Commande : à l'unité ou par caisse de 20 bouteilles";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 8,50;Dom. des Molards - Pinot Noir 50cl 2016 AOC GE;Dom. des Molards - Pinot Noir 50cl 2016 AOC GE;"Cépage :
Originaire de Bourgogne, le Pinot Noir est avec le Gamay le cépage rouge le plus répandu à Genève. C'est un cépage noble, à faible rendement et à maturité rapide.
Dégustation :
Vin aux arômes épanouis de petits fruits noirs mûrs. Au palais, ce Pinot Noir présente une belle structure harmonieuse, soutenue par des tanins souples et soyeux.
Accords mets et vins :
Il s'accorde très bien avec les viandes rouges.
Température optimale de service : entre 14 et 16°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;Dom. des Molards - Pinot Noir 75cl 2015 AOC GE;Dom. des Molards - Pinot Noir 75cl 2015 AOC GE;"Cépage :
Originaire de Bourgogne, le Pinot Noir est avec le Gamay le cépage rouge le plus répandu à Genève. C'est un cépage noble, à faible rendement et à maturité rapide.
Dégustation :
Vin aux arômes épanouis de petits fruits noirs mûrs. Au palais, ce Pinot Noir présente une belle structure harmonieuse, soutenue par des tanins souples et soyeux.
Accords mets et vins :
Il s'accorde très bien avec les viandes rouges.
Température optimale de service : entre 14 et 16°C
Garde : de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 8,00;Dom. des Molards - Rosé de Pinot Noir 50cl 2015 AOC GE;Dom. des Molards - Rosé de Pinot Noir 50cl 2015 AOC GE;"Cépage :
Originaire de Bourgogne, le rosé de Pinot Noir est issu du cépage Pinot Noir qui est également appelé Oeil de Perdrix à Neuchâtel.
Dégustation :
Ce vin a une belle robe saumonée. Il exhale la finesse des arômes de fraises mûres. Au palais, il est friandise, souplesse et fraîcheur.
Accords mets et vins :
Il se sert très bien en apéritif et s'accorde admirablement avec les grillades ou la cuisine asiatique.
Température optimale de service : entre 10 et 12°C.
Garde : de 1 à 2 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 11,00;Dom. des Molards - Rosé de Pinot Noir 75cl 2016 AOC GE;Dom. des Molards - Rosé de Pinot Noir 75cl 2016 AOC GE;"Cépage :
Originaire de Bourgogne, le rosé de Pinot Noir est issu du cépage Pinot Noir qui est également appelé Oeil de Perdrix à Neuchâtel.
Dégustation :
Ce vin a une belle robe saumonée. Il exhale la finesse des arômes de fraises mûres. Au palais, il est friandise, souplesse et fraîcheur.
Accords mets et vins :
Il se sert très bien en apéritif et s'accorde admirablement avec les grillades ou la cuisine asiatique.
Température optimale de service : entre 10 et 12°C.
Garde : de 1 à 2 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Dom. de Verbant - Ass. Rouge 75cl 2015 AOC GE;Dom. de Verbant - Ass. Rouge 75cl 2015 AOC GE;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;Dom. de Verbant - Pinot Blanc-Chardonnay 75cl 2015 AOC GE;Dom. de Verbant - Pinot Blanc-Chardonnay 75cl 2015 AOC GE;"Cépage :Le pinot blanc est un cépage bien adapté aux zones septentrionales, dont les grappes et les baies sont petites. Le Chardonnay est un cépage blanc, originaire de Bourgogne, qui aurait pour berceau le village de Chardonnay en Haut-Mâconnais.
Dégustation :Cet assemblage présente une belle robe brillante. En bouche, l'élégance, l'équilibre, la fraîcheur et la vivacité nous ravissent le palais.
Accords mets et vins : Ce vin accompagne à merveille les poissons de nos lacs en particulier les filets de perche.
Température de service :entre 10 et 12°C
Garde :de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;Dom. de Verbant - Pinot Noir 75cl 2015 AOC GE;Dom. de Verbant - Pinot Noir 75cl 2015 AOC GE;"Cépage :Originaire de Bourgogne, le Pinot Noir est avec le Gamay le cépage rouge le plus répandu à Genève. C'est un cépage noble, à faible rendement et à maturité rapide.
Dégustation :Ce vin aux arômes épanouis de petits fruits mûrs présente une belle structure harmonieuse, soutenue par des tanins souples.
Accords mets et vins :Il accompagne à merveille les viandes blanches, les rôtis et les fromages à pâte molle.
Température de service :entre 14 et 16°C
Garde :de 1 à 3 ans";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 18,00;Jus de Pomme Emotion 5L;Jus de Pomme Emotion 5L;"Pur jus de pomme pasteurisé
Variété :De taille moyenne, la Tentation est à la fois sucrée et acidulée, avec un goût puissant mais subtil. Sa couleur jaune intense prend généralement une teinte dorée et parfois rosée. Sa chair est fine, très ferme, croquante et juteuse.
Conditionnement : cubi de 5 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 25,00;Jus de Pomme Golden 10L;Jus de Pomme Golden 10L;"Pur jus de pomme pasteurisé labellisé Genève Région Terre Avenir (GRTA)
Variété :La Golden une grosse pomme jaune très populaire dans le monde entier. Sa chair est juteuse, ferme, croquante, sucrée et parfumée.
Conditionnement : cubi de 10 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Jus de Pomme Golden 5L;Jus de Pomme Golden 5L;"Pur jus de pomme pasteurisé labellisé Genève Région Terre Avenir (GRTA)
Variété :La Golden une grosse pomme jaune très populaire dans le monde entier. Sa chair est juteuse, ferme et croquante, sucrée et parfumée.
Conditionnement : cubi de 5 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie de la Pièce - Moby Kid (blanche) 33cl GRTA;Brasserie de la Pièce - Moby Kid (blanche) 33cl GRTA;"Bière blanche dotée d'une robe pâle et trouble, surmontée d'une mousse dense et de bonne tenue, la Moby Kid développe des arômes fruités.
Ses saveurs nettes d'agrumes et son fruité sont délicatement soulignés par une légère acidité.
Non filtrée
Malts : Pilsner, Malt de blé, Flocons d'avoine
Houblons : Bavarian Mandarina, Hallertau blanc
Alcool : 4.5 %
Couleur : 6 EBC
Amertume : 18 IBU
Commande : à l'unité ou par caisse de 20 bouteilles";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 25,00;Jus de Pomme Golden-Boskoop 10L;Jus de Pomme Golden-Boskoop 10L;"Pur jus de pomme pasteurisé
Variété :La Golden une grosse pomme jaune. Sa chair est juteuse, ferme et croquante, sucrée et parfumée. La Boskoop est une pomme rustique, ferme, finement acidulée et parfumée
Conditionnement : cubi de 10 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Jus de Pomme Golden-Boskoop 5L;Jus de Pomme Golden-Boskoop 5L;"Pur jus de pomme pasteurisé
Variété :La Golden une grosse pomme jaune. Sa chair est juteuse, ferme et croquante, sucrée et parfumée. La Boskoop est une pomme rustique, ferme, finement acidulée et parfumée.
Conditionnement : cubi de 5 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 25,00;Jus de Pomme Granny 10L;Granny apple juice 5L;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Jus de Pomme Granny 5L;Granny apple juice 5L;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 18,00;Jus de Pomme Pink 5L;Jus de Pomme Pink 5L;"Pur jus de pomme pasteurisé
Variété :La pomme Pink Lady est une pomme très ronde, assez ferme à la dent et avec une coloration entre le rouge et le rose. Sa chair est fine et très juteuse. Elle a un goût puissant, légèrement acidulé.
Conditionnement : cubi de 5 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 25,00;Jus de Pomme TRIO 10L;Jus de Pomme TRIO 10L;"Pur jus de pomme pasteurisé
Variété :Mélange de 3 variétés à la fois douces et acidulées afin d'obtenir un parfait équilibre.
Conditionnement : cubi de 10 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 15,00;Jus de Pomme TRIO 5L;Jus de Pomme TRIO 5L;"Pur jus de pomme pasteurisé
Variété :Mélange de 3 variétés à la fois douces et acidulées afin d'obtenir un parfait équilibre.
Conditionnement : cubi de 5 litres avec robinet
Durée de conservation : 6 mois ouvert, 2 ans fermé.Il faut cependant impérativement que le robinet se trouve en-bas lors du service afin d'éviter une intrusion d'air.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 25,00;La Genevoise - Moût Chasselas 3l GRTA;La Genevoise - Moût Chasselas 3l GRTA;"Jus de raisin de Chasselas du Domaine des Lolliets pasteurisé
Conditionnement : cubi de 3 litres avec robinet
Durée de conservation : 3 mois ouvert, 1 an fermé";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 30,00;La Genevoise - Moût Gamaret 3l GRTA;La Genevoise - Moût Gamaret 3l GRTA;/;/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;La Genevoise - Sirop de Cerise GRTA 50cl;La Genevoise - Sirop de Cerise GRTA 50cl;"Sirop artisanal de cerise labellisé Genève Région Terre Avenir (GRTA)
Composition : sucre suisse Aarberg et fruits de Genève
Producteur de fruit : famille Stalder à Meyrin
Durée de conservation : 6 mois ouvert, 2 ans fermé

Son goût authentique vous procurera plaisir et bonheur grâce à son parfum naturel et traditionnel.";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 3,90;Brasserie de la Pièce - Ste Pastule (blonde) 33cl GRTA;Brasserie de la Pièce - Ste Pastule (blonde) 33cl GRTA;"Blonde aux reflets dorés sous un col blanc, cette bière de soif saura séduire par ses parfums floraux et de fruits secs.
Sèche et longue en bouche, grâce à une amertume équilibrée par des notes florales et céréalières, la Ste-Pastule se révélera parfaite pour un après-midi de soleil.
Non filtrée
Malts : Pilsner, Pale Ale, Munich
Houblons : Magnum, Saphir, Tradition
Alcool : 5 %
Couleur : 11 EBC
Amertume : 30 IBU
Commande : à l'unité ou par caisse de 20 bouteilles";/;
;Bacardi Meyrin;Vins & produits locaux;CHF 12,00;La Genevoise - Sirop de Fleurs de Sureau GRTA 50cl;La Genevoise - Sirop de Fleurs de Sureau GRTA 50cl;"Sirop artisanal de fleur de sureau labellisé Genève Région Terre Avenir (GRTA)
Composition : sucre suisse Aarberg, eau et fleurs de Genève
Origine : fleurs sauvages ramassées dans les bois genevois
Durée de conservation : 1 mois ouvert au frigo, 2 ans fermé

Son goût authentique vous procurera plaisir et bonheur grâce à son parfum naturel et traditionnel.";/;
